Rank,Player,Cl,Ht,Pos,G,REB,RPG,Year
69,"Trayce Jackson-Davis, Indiana (Big Ten)",Jr.,6-9,F,35,284,8.1,2022
70,"Davonte Gaines, George Mason (Atlantic 10)",Jr.,6-7,G,30,243,8.1,2022
71,"Aboubacar Traore, Long Beach St. (Big West)",Fr.,6-5,F,32,259,8.1,2022
72,"Walker Kessler, Auburn (SEC)",So.,7-1,F,34,274,8.1,2022
73,"Zach Austin, High Point (Big South)",So.,6-7,F,32,257,8,2022
74,"Jalyn Hinton, Southeastern La. (Southland)",Jr.,6-6,F,33,265,8,2022
75,"Gaige Prim, Missouri St. (MVC)",Sr.,6-9,F,34,272,8,2022
76,"Mladen Armus, Boise St. (Mountain West)",Sr.,6-10,F,35,279,8,2022
77,"Malik Williams, Louisville (ACC)",Sr.,6-11,F,27,215,8,2022
78,"Alex Morales, Wagner (NEC)",Sr.,6-6,G,26,207,8,2022
79,"Cameron Holden, Towson (CAA)",Jr.,6-5,F,34,270,7.9,2022
80,"Justin Lewis, Marquette (Big East)",Fr.,6-7,F,32,254,7.9,2022
80,"E.J. Liddell, Ohio St. (Big Ten)",Jr.,6-6,F,32,254,7.9,2022
82,"Theo Akwuba, Louisiana (Sun Belt)",Jr.,6-11,F,25,198,7.9,2022
83,"John Hugley IV, Pittsburgh (ACC)",So.,6-9,F,32,253,7.9,2022
84,"Callum McRae, UC Riverside (Big West)",Jr.,7-1,C,28,221,7.9,2022
85,"Nico Galette, Sacred Heart (NEC)",So.,6-6,F,30,236,7.9,2022
85,"Manny Littles, Nicholls (Southland)",Sr.,6-7,F,30,236,7.9,2022
85,"Ejike Obinna, Saint Joseph's (Atlantic 10)",Sr.,6-10,C,30,236,7.9,2022
88,"Maizen Fausett, Southern Utah (Big Sky)",Sr.,6-6,F,34,267,7.9,2022
89,"Darius Days, LSU (SEC)",Sr.,6-6,F,33,259,7.8,2022
90,"Ja'von Franklin, South Alabama (Sun Belt)",Sr.,6-7,F,32,251,7.8,2022
91,"Baylor Scheierman, South Dakota St. (Summit League)",So.,6-7,G,35,274,7.8,2022
92,"Ricky Lindo Jr., George Washington (Atlantic 10)",Sr.,6-8,F,27,211,7.8,2022
93,"Clifford Omoruyi, Rutgers (Big Ten)",So.,6-11,C,32,250,7.8,2022
94,"Paolo Banchero, Duke (ACC)",Fr.,6-10,F,39,304,7.8,2022
95,"Tyrn Flowers, LIU (NEC)",Sr.,6-9,F,29,226,7.8,2022
96,"Rocky Kreuser, North Dakota St. (Summit League)",Sr.,6-10,F,33,257,7.8,2022
97,"Ryan Hawkins, Creighton (Big East)",Sr.,6-7,F,35,272,7.8,2022
98,"Michael Akuchie, Youngstown St. (Horizon)",Sr.,6-8,F,34,264,7.8,2022
99,"Tyler Burton, Richmond (Atlantic 10)",Jr.,6-7,F,37,285,7.7,2022
99,"Zach Edey, Purdue (Big Ten)",So.,7-4,C,37,285,7.7,2022
101,"Max Fiedler, Rice (C-USA)",So.,6-11,F,33,254,7.7,2022
102,"Kahliel Spear, Robert Morris (Horizon)",Sr.,6-7,F,32,246,7.7,2022
103,"Ryan Kalkbrenner, Creighton (Big East)",So.,7-1,C,34,261,7.7,2022
104,"Alexis Yetna, Seton Hall (Big East)",Jr.,6-8,F,31,236,7.6,2022
105,"Kobe Brown, Missouri (SEC)",Jr.,6-7,F,33,251,7.6,2022
106,"David Roddy, Colorado St. (Mountain West)",Jr.,6-6,F,31,235,7.6,2022
107,"Jamarion Sharp, Western Ky. (C-USA)",Jr.,7-5,C,32,242,7.6,2022
108,"Osun Osunniyi, St. Bonaventure (Atlantic 10)",Sr.,6-10,C,32,241,7.5,2022
109,"Tyrese Martin, UConn (Big East)",Sr.,6-6,G,29,218,7.5,2022
110,"Malique Jacobs, Kent St. (MAC)",Sr.,6-4,G,33,248,7.5,2022
111,"Race Thompson, Indiana (Big Ten)",Sr.,6-8,F,35,263,7.5,2022
112,"Isaac Kante, LIU (NEC)",Sr.,6-8,F,30,225,7.5,2022
112,"Tyler Stevenson, Southern Miss. (C-USA)",Jr.,6-8,F,28,210,7.5,2022
114,"Marcus Weathers, SMU (AAC)",Sr.,6-5,F,33,247,7.5,2022
115,"Josh Oduro, George Mason (Atlantic 10)",Jr.,6-9,F,27,202,7.5,2022
116,"Nate Roberts, Washington (Pac-12)",Jr.,6-11,F,32,239,7.5,2022
117,"Adrian Nelson, Northern Ky. (Horizon)",Sr.,6-7,F,30,224,7.5,2022
118,"Dimencio Vaughn, Rider (MAAC)",Sr.,6-5,F,33,246,7.5,2022
119,"Jack Nunge, Xavier (Big East)",Jr.,7-0,F,36,268,7.4,2022
120,"Chris Brandon, Northern Ky. (Horizon)",Jr.,6-8,F,32,238,7.4,2022
120,"Nikkei Rutty, Monmouth (MAAC)",Sr.,6-8,F,32,238,7.4,2022
122,"Mark Williams, Duke (ACC)",So.,7-0,C,39,290,7.4,2022
123,"Trevion Williams, Purdue (Big Ten)",Sr.,6-9,F,37,275,7.4,2022
123,"Jalen Wilson, Kansas (Big 12)",So.,6-8,F,37,275,7.4,2022
125,"David Jones, DePaul (Big East)",So.,6-6,F,28,208,7.4,2022
126,"Trey Jemison, UAB (C-USA)",Jr.,6-11,C,34,252,7.4,2022
126,"Jabari Smith, Auburn (SEC)",Fr.,6-10,F,34,252,7.4,2022
128,"Jalen Slawson, Furman (SoCon)",Sr.,6-7,F,34,251,7.4,2022
129,"Eral Penn, LIU (NEC)",Sr.,6-7,F,29,214,7.4,2022
130,"Neal Quinn, Lafayette (Patriot)",Jr.,7-0,F,30,221,7.4,2022
131,"Justyn Mutts, Virginia Tech (ACC)",Sr.,6-7,F,36,265,7.4,2022
132,"Jacob Germany, UTSA (C-USA)",Jr.,6-11,C,32,235,7.3,2022
133,"Colby Jones, Xavier (Big East)",So.,6-6,G,35,256,7.3,2022
134,"Jalen Johnson, Alabama A&M (SWAC)",Jr.,6-7,F,30,219,7.3,2022
135,"Christian Koloko, Arizona (Pac-12)",Jr.,7-1,C,37,270,7.3,2022
136,"Amari Williams, Drexel (CAA)",So.,6-10,F,28,204,7.3,2022
137,"Nysier Brooks, Ole Miss (SEC)",Sr.,7-0,C,32,233,7.3,2022
138,"Nicholas Robinson, Western Caro. (SoCon)",Sr.,6-5,G,30,218,7.3,2022
139,"Makhi Mitchell, Rhode Island (Atlantic 10)",So.,6-9,F,31,225,7.3,2022
140,"Javon Freeman-Liberty, DePaul (Big East)",Sr.,6-4,G,24,174,7.2,2022
141,"James Butler, Drexel (CAA)",Sr.,6-8,F,25,181,7.2,2022
141,"Aaryn Rai, Dartmouth (Ivy League)",Sr.,6-6,F,25,181,7.2,2022
143,"Linton Acliese, Eastern Wash. (Big Sky)",Jr.,6-6,F,31,224,7.2,2022
143,"Hunter Goodrick, South Dakota (Summit League)",So.,6-7,F,31,224,7.2,2022
145,"T.J. Bickerstaff, Boston College (ACC)",Jr.,6-9,F,27,195,7.2,2022
146,"Isiah Small, Texas St. (Sun Belt)",Sr.,6-8,F,28,202,7.2,2022
147,"Brandon Brown, Ark.-Pine Bluff (SWAC)",Jr.,6-5,G,27,193,7.1,2022
148,"Luka Brajkovic, Davidson (Atlantic 10)",Sr.,6-10,F,34,243,7.1,2022
149,"Abayomi Iyiola, Hofstra (CAA)",Jr.,6-10,F,28,200,7.1,2022
150,"Tanner Holden, Wright St. (Horizon)",Jr.,6-6,G,36,257,7.1,2022
151,"Coreyoun Rushin, Chicago St. (WAC)",Sr.,6-6,F,27,192,7.1,2022
152,"Anthony Gaines, Siena (MAAC)",Sr.,6-4,G,28,199,7.1,2022
153,"Thomas Bell, North Texas (C-USA)",Sr.,6-5,F,32,227,7.1,2022
153,"Kalu Ezikpe, Old Dominion (C-USA)",Jr.,6-8,F,32,227,7.1,2022
155,"Garrett Sturtz, Drake (MVC)",Sr.,6-3,G,36,255,7.1,2022
156,"Andre Snoddy, Central Conn. St. (NEC)",Fr.,6-6,G,31,219,7.1,2022
157,"Madut Akec, Detroit Mercy (Horizon)",Jr.,6-7,F,24,169,7,2022
158,"Marco Anthony, Utah (Pac-12)",Sr.,6-5,G,28,197,7,2022
158,"Elijah Lufile, Oral Roberts (Summit League)",Sr.,6-7,F,28,197,7,2022
160,"Ajiri Ogemuno-Johnson, Rider (MAAC)",Sr.,6-8,F,31,218,7,2022
161,"Bryce Johnson, Sacred Heart (NEC)",So.,6-6,F,30,210,7,2022
161,"Terrell Brown, San Diego (WCC)",Sr.,6-10,C,25,175,7,2022
163,"David McCormack, Kansas (Big 12)",Sr.,6-10,F,40,279,7,2022
164,"Isaih Moore, Southern Miss. (C-USA)",Jr.,6-10,F,27,188,7,2022
165,"Josh Cohen, Saint Francis (PA) (NEC)",So.,6-10,F,26,181,7,2022
166,"David Collins, Clemson (ACC)",Sr.,6-3,G,32,222,6.9,2022
167,"Damaria Franklin, UIC (Horizon)",Sr.,6-4,G,28,194,6.9,2022
168,"Nathan Mensah, San Diego St. (Mountain West)",Sr.,6-10,F,32,221,6.9,2022
169,"Brison Gresham, Texas Southern (SWAC)",Sr.,6-9,F,31,214,6.9,2022
169,"Jeriah Horne, Tulsa (AAC)",Sr.,6-7,F,31,214,6.9,2022
171,"Jaylan Gainey, Brown (Ivy League)",Sr.,6-9,F,29,200,6.9,2022
171,"Christian Ray, La Salle (Atlantic 10)",Jr.,6-6,G,29,200,6.9,2022
173,"Paul Atkinson Jr., Notre Dame (ACC)",Sr.,6-10,F,35,241,6.9,2022
174,"Ethan Wright, Princeton (Ivy League)",Sr.,6-2,G,30,206,6.9,2022
175,"Silvio DeSousa, Chattanooga (SoCon)",Sr.,6-9,F,28,192,6.9,2022
176,"Toumani Camara, Dayton (Atlantic 10)",So.,6-8,F,34,233,6.9,2022
177,"Michael Graham, Elon (CAA)",So.,6-9,C,32,219,6.8,2022
177,"Gavin Kensmil, SFA (WAC)",Sr.,6-7,F,32,219,6.8,2022
177,", Old Dominion (C-USA)",-,0-0,,32,219,6.8,2022
180,"Brandon Johnson, DePaul (Big East)",Sr.,6-8,F,31,212,6.8,2022
180,"Daeqwon Plowden, Bowling Green (MAC)",Sr.,6-6,F,31,212,6.8,2022
182,"Jahsean Corbett, Chicago St. (WAC)",Fr.,6-6,G,30,205,6.8,2022
182,"DeeJuan Pruitt, SIUE (OVC)",Fr.,6-8,F,30,205,6.8,2022
184,"Izaiah Brockington, Iowa St. (Big 12)",Sr.,6-4,G,35,239,6.8,2022
185,"Kevin Cross, Tulane (AAC)",So.,6-8,F,28,191,6.8,2022
186,"Andre Jackson Jr., UConn (Big East)",So.,6-6,G,33,225,6.8,2022
187,"Deante Johnson, Cleveland St. (Horizon)",Sr.,6-9,F,31,211,6.8,2022
188,"KJ Buffen, UAB (C-USA)",Jr.,6-8,F,35,238,6.8,2022
189,"Teddy Allen, New Mexico St. (WAC)",Jr.,6-6,G,34,231,6.8,2022
190,"Jackson Stormo, Siena (MAAC)",Sr.,6-9,F,28,190,6.8,2022
191,"Grant Anticevich, California (Pac-12)",Sr.,6-9,F,32,217,6.8,2022
191,"Nendah Tarke, Coppin St. (MEAC)",So.,6-4,G,32,217,6.8,2022
193,"Jonathan Komagum, Sacramento St. (Big Sky)",Jr.,6-9,F,27,183,6.8,2022
194,"Kris Bankston, Norfolk St. (MEAC)",Sr.,6-8,F,31,210,6.8,2022
195,"Ben Vander Plas, Ohio (MAC)",Sr.,6-8,F,35,237,6.8,2022
196,"Alphonso Anderson, Pacific (WCC)",Sr.,6-6,F,30,203,6.8,2022
197,"Jawaun Daniels, Prairie View (SWAC)",Sr.,6-7,G,25,169,6.8,2022
198,"Elijah Hutchins-Everett, Austin Peay (OVC)",Fr.,6-11,C,29,196,6.8,2022
199,"Cole Swider, Syracuse (ACC)",Sr.,6-9,F,33,223,6.8,2022
200,"Drew Timme, Gonzaga (WCC)",Jr.,6-10,F,32,216,6.8,2022
201,"Malachi Smith, Chattanooga (SoCon)",So.,6-4,G,35,236,6.7,2022
202,"Justin Johnson, UTRGV (WAC)",Jr.,6-6,G,31,209,6.7,2022
202,"Yvan Ouedraogo, Grand Canyon (WAC)",So.,6-9,F,31,209,6.7,2022
204,"Charles Thompson, Towson (CAA)",Jr.,6-7,F,34,229,6.7,2022
205,"Keshawn Justice, Santa Clara (WCC)",Sr.,6-7,F,33,222,6.7,2022
206,"Ty Brewer, ETSU (SoCon)",Sr.,6-7,F,32,215,6.7,2022
207,"Jubrile Belo, Montana St. (Big Sky)",Sr.,6-9,F,34,228,6.7,2022
208,"Harrison Ingram, Stanford (Pac-12)",Fr.,6-7,F,32,214,6.7,2022
209,"Tosan Evbuomwan, Princeton (Ivy League)",Jr.,6-8,F,28,187,6.7,2022
210,"Marcellus Earlington, San Diego (WCC)",Sr.,6-6,F,31,207,6.7,2022
210,"Efe Odigie, Troy (Sun Belt)",Jr.,6-9,F,31,207,6.7,2022
210,"Jared Rhoden, Seton Hall (Big East)",Sr.,6-6,F,31,207,6.7,2022
213,"Jason Carter, Ohio (MAC)",Sr.,6-8,F,34,227,6.7,2022
214,"Christian Shumate, McNeese (Southland)",Fr.,6-7,G,33,220,6.7,2022
214,"Jordan Hall, Saint Joseph's (Atlantic 10)",So.,6-7,F,30,200,6.7,2022
216,"Dimitrius Underwood, Col. of Charleston (CAA)",Sr.,6-4,G,32,213,6.7,2022
217,"Angelo Allegri, Eastern Wash. (Big Sky)",Sr.,6-7,F,34,226,6.6,2022
218,"Julian Champagnie, St. John's (NY) (Big East)",Jr.,6-8,F,31,206,6.6,2022
219,"Malik Jefferson, Mount St. Mary's (NEC)",Sr.,6-9,F,24,159,6.6,2022
220,"Christian Hinckson, Binghamton (America East)",So.,6-7,G,29,192,6.6,2022
221,"Gabe McGlothan, Grand Canyon (WAC)",So.,6-8,F,31,205,6.6,2022
221,"Drew Pember, UNC Asheville (Big South)",Jr.,6-10,F,31,205,6.6,2022
223,"Jerome Desrosiers, Hawaii (Big West)",Sr.,6-7,F,28,185,6.6,2022
223,"Taylor Funk, Saint Joseph's (Atlantic 10)",Sr.,6-8,F,28,185,6.6,2022
225,"Tari Eason, LSU (SEC)",So.,6-8,F,33,218,6.6,2022
226,"Kevin Easley, Duquesne (Atlantic 10)",So.,6-7,F,30,198,6.6,2022
227,"Nathaniel Pollard, Jr., UMES (MEAC)",Sr.,6-5,F,27,178,6.6,2022
228,"Garrison Brooks, Mississippi St. (SEC)",Sr.,6-9,F,34,224,6.6,2022
229,"Sam Griesel, North Dakota St. (Summit League)",Sr.,6-7,G,26,171,6.6,2022
230,"Obinna Anochili-Killen, Marshall (C-USA)",So.,6-8,F,33,217,6.6,2022
230,"Jake LaRavia, Wake Forest (ACC)",Jr.,6-8,G,33,217,6.6,2022
232,"Najee Garvin, Hampton (Big South)",Sr.,6-8,F,28,184,6.6,2022
233,"Collin Welp, UC Irvine (Big West)",Sr.,6-9,F,25,164,6.6,2022
234,"Brandon Horvath, Utah St. (Mountain West)",Sr.,6-10,F,34,223,6.6,2022
235,"Christiaan Jones, Stetson (ASUN)",Sr.,6-5,G,29,190,6.6,2022
236,"Winston Hill, Presbyterian (Big South)",Sr.,6-7,F,31,203,6.5,2022
237,"Josh Roberts, Manhattan (MAAC)",Sr.,6-9,F,30,196,6.5,2022
237,", Troy (Sun Belt)",-,0-0,,30,196,6.5,2022
239,"Jordan Usher, Georgia Tech (ACC)",Sr.,6-7,F,32,209,6.5,2022
240,"Nate Laszewski, Notre Dame (ACC)",Sr.,6-10,F,34,222,6.5,2022
241,"Keve Aluma, Virginia Tech (ACC)",Sr.,6-9,F,36,235,6.5,2022
242,"Christian Braun, Kansas (Big 12)",Jr.,6-6,G,40,261,6.5,2022
243,"Bryce Nze, Butler (Big East)",Sr.,6-7,F,25,163,6.5,2022
244,"Moussa Cisse, Oklahoma St. (Big 12)",So.,6-10,C,29,189,6.5,2022
245,"Marvin Nesbitt Jr., Kansas City (Summit League)",Sr.,6-4,G,31,202,6.5,2022
246,"Justyn Hamilton, Kent St. (MAC)",Sr.,6-10,F,33,215,6.5,2022
247,"Jermaine Samuels, Villanova (Big East)",Sr.,6-6,F,38,247,6.5,2022
248,"Abdul Mohamed, Montana St. (Big Sky)",Sr.,6-7,F,35,227,6.5,2022
249,"Nygal Russell, Southeast Mo. St. (OVC)",Jr.,6-4,G,31,201,6.5,2022
250,"Bryce Moragne, Florida A&M (SWAC)",Sr.,6-5,G,27,175,6.5,2022
251,"Darious Hall, Central Ark. (ASUN)",Jr.,6-7,F,25,162,6.5,2022
252,"Pete Nance, Northwestern (Big Ten)",Sr.,6-10,F,30,194,6.5,2022
253,"Andre Screen, Bucknell (Patriot)",So.,7-1,C,28,181,6.5,2022
254,"Eli Scott, LMU (CA) (WCC)",Sr.,6-6,F,29,187,6.4,2022
255,"Eric Dixon, Villanova (Big East)",Jr.,6-8,F,38,245,6.4,2022
256,"Chevez Goodwin, Southern California (Pac-12)",Sr.,6-9,F,34,219,6.4,2022
257,"Trent Buttrick, Massachusetts (Atlantic 10)",Sr.,6-8,F,32,206,6.4,2022
258,"Fousseyni Drame, Saint Peter's (MAAC)",Jr.,6-7,F,33,212,6.4,2022
258,"Gus Okafor, Southeastern La. (Southland)",Jr.,6-6,F,33,212,6.4,2022
260,"Ralph Bissainthe, Central Mich. (MAC)",Sr.,6-7,F,27,173,6.4,2022
260,"Justin Edler-Davis, CSU Bakersfield (Big West)",Sr.,6-4,G,27,173,6.4,2022
262,"Alondes Williams, Wake Forest (ACC)",Sr.,6-5,G,35,224,6.4,2022
262,"Dylan Painter, Delaware (CAA)",Sr.,6-10,F,30,192,6.4,2022
262,"Dame Adelekun, Dartmouth (Ivy League)",Jr.,6-8,F,20,128,6.4,2022
265,"Tanner Christensen, Idaho (Big Sky)",Fr.,6-10,F,28,179,6.4,2022
266,"Timmy Allen, Texas (Big 12)",Sr.,6-6,F,34,217,6.4,2022
267,"Tyler Robertson, Portland (WCC)",So.,6-6,G,32,204,6.4,2022
268,"Jayden Gardner, Virginia (ACC)",Sr.,6-6,F,35,223,6.4,2022
268,"Caleb Lohner, BYU (WCC)",So.,6-8,F,35,223,6.4,2022
270,"Jeremy Sochan, Baylor (Big 12)",Fr.,6-9,F,30,191,6.4,2022
271,"Jordan Wright, Vanderbilt (SEC)",Jr.,6-6,G,36,229,6.4,2022
272,"N'Faly Dante, Oregon (Pac-12)",Jr.,6-11,C,32,203,6.3,2022
273,"Kimani Lawrence, Arizona St. (Pac-12)",Sr.,6-6,F,30,190,6.3,2022
273,"Nana Opoku, Mount St. Mary's (NEC)",Sr.,6-9,F,30,190,6.3,2022
273,"David Skogman, Buffalo (MAC)",So.,6-10,C,30,190,6.3,2022
273,"RayQuan Taylor, UTRGV (WAC)",Fr.,6-9,F,30,190,6.3,2022
277,"De'Monte Buckingham, UNC Greensboro (SoCon)",Sr.,6-4,G,31,196,6.3,2022
277,"Khalid Thomas, Portland St. (Big Sky)",Sr.,6-10,F,31,196,6.3,2022
279,"Bernie Andre, UT Martin (OVC)",Sr.,6-6,F,25,158,6.3,2022
280,"Bernardo Da Silva, Hawaii (Big West)",So.,6-9,F,22,139,6.3,2022
281,"Jamison Battle, Minnesota (Big Ten)",Jr.,6-7,F,29,183,6.3,2022
281,"Moses Flowers, Hartford (America East)",Jr.,6-3,G,29,183,6.3,2022
283,"Ra Kpedi, Purdue Fort Wayne (Horizon)",Sr.,6-9,F,33,208,6.3,2022
283,"Isaiah Powell, Vermont (America East)",Sr.,6-6,F,33,208,6.3,2022
285,"Terence Lewis II, Jackson St. (SWAC)",Jr.,6-7,F,30,189,6.3,2022
286,"DJ Burns, Murray St. (OVC)",So.,6-7,F,34,214,6.3,2022
287,"Lincoln Smith, Lamar University (WAC)",Sr.,6-5,F,28,176,6.3,2022
288,"Devontae Blanton, Eastern Ky. (ASUN)",Fr.,6-6,F,29,182,6.3,2022
289,"Francis Lācis, Oral Roberts (Summit League)",Sr.,6-7,F,30,188,6.3,2022
290,"Jared Chatham, Central Ark. (ASUN)",Sr.,6-8,F,31,194,6.3,2022
291,"Marcus Bingham Jr., Michigan St. (Big Ten)",Sr.,6-11,F,35,219,6.3,2022
292,"Mouhamadou Gueye, Pittsburgh (ACC)",Sr.,6-9,F,32,200,6.2,2022
292,"Dwight Murray, Jr., Rider (MAAC)",Sr.,6-0,G,32,200,6.2,2022
294,"Eddie Lampkin, TCU (Big 12)",Fr.,6-11,C,33,206,6.2,2022
295,"Josh Carlton, Houston (AAC)",Sr.,6-10,F,38,237,6.2,2022
296,"Isiaih Mosley, Missouri St. (MVC)",Jr.,6-5,G,34,212,6.2,2022
297,"Edward Oliver-Hampton, South Carolina St. (MEAC)",Sr.,6-7,F,30,187,6.2,2022
298,"Henry Coleman III, Texas A&M (SEC)",So.,6-8,F,39,243,6.2,2022
298,"Ludovic Dufeal, Gardner-Webb (Big South)",Sr.,6-8,F,26,162,6.2,2022
300,"Tyrece Radford, Texas A&M (SEC)",Jr.,6-2,G,40,249,6.2,2022
301,"Azuolas Tubelis, Arizona (Pac-12)",So.,6-11,F,36,224,6.2,2022
301,"Patrick Emilien, St. Francis Brooklyn (NEC)",Sr.,6-7,F,27,168,6.2,2022
303,"Trenton Massner, Western Ill. (Summit League)",Jr.,6-3,G,32,199,6.2,2022
304,"Jalen Thomas, Georgia St. (Sun Belt)",Jr.,6-10,C,28,174,6.2,2022
305,"Max Brooks, UMass Lowell (America East)",So.,6-7,F,29,180,6.2,2022
306,"Emanuel Miller, TCU (Big 12)",Jr.,6-7,F,34,211,6.2,2022
306,"Drew Peterson, Southern California (Pac-12)",Sr.,6-9,G,34,211,6.2,2022
308,"Anthony Holland, Fresno St. (Mountain West)",Jr.,6-5,G,32,198,6.2,2022
308,"Donta Scott, Maryland (Big Ten)",Jr.,6-8,F,32,198,6.2,2022
310,"Isaiah Wilkins, Longwood (Big South)",Jr.,6-4,G,33,204,6.2,2022
311,"Keegan Records, Colgate (Patriot)",Jr.,6-10,F,35,216,6.2,2022
312,"Torrey Patton, Cleveland St. (Horizon)",Sr.,6-5,G,30,185,6.2,2022
312,"M.J. Randolph, Florida A&M (SWAC)",Sr.,6-4,G,30,185,6.2,2022
314,"Deaquan Williams, South Carolina St. (MEAC)",Sr.,6-8,F,31,191,6.2,2022
315,"Bodie Hume, Northern Colo. (Big Sky)",Sr.,6-6,F,38,234,6.2,2022
316,", Wofford (SoCon)",-,0-0,,32,197,6.2,2022
317,"Jimmy Boeheim, Syracuse (ACC)",Sr.,6-8,F,33,203,6.2,2022
318,"Donovan Clay, Missouri St. (MVC)",Jr.,6-8,F,34,209,6.1,2022
319,"Clifton Moore, La Salle (Atlantic 10)",Sr.,6-11,F,30,184,6.1,2022
320,"KC Ndefo, Saint Peter's (MAAC)",Sr.,6-7,F,34,208,6.1,2022
321,"Golden Dike, Loyola Maryland (Patriot)",Jr.,6-10,F,30,183,6.1,2022
321,"Sam Iorio, Niagara (MAAC)",Sr.,6-7,F,30,183,6.1,2022
323,"Brendan Medley-Bacon, McNeese (Southland)",Jr.,7-0,C,31,189,6.1,2022
324,"Keon Ellis, Alabama (SEC)",Sr.,6-6,G,33,201,6.1,2022
324,"Grayson Murphy, Belmont (OVC)",Sr.,6-3,G,33,201,6.1,2022
326,"Matthias Tass, Saint Mary's (CA) (WCC)",Sr.,6-10,F,34,207,6.1,2022
327,"Brady Manek, North Carolina (ACC)",Sr.,6-9,F,39,237,6.1,2022
328,"Morris Udeze, Wichita St. (AAC)",Jr.,6-8,F,27,164,6.1,2022
329,"Troy Green, New Orleans (Southland)",Sr.,6-3,G,30,182,6.1,2022
330,"Stephen Clark, The Citadel (SoCon)",Jr.,6-9,F,31,188,6.1,2022
331,"Vincent Lee, Cal St. Fullerton (Big West)",Jr.,6-8,F,32,194,6.1,2022
331,"Joirdon Karl Nicholas, Texas Southern (SWAC)",Sr.,6-9,F,32,194,6.1,2022
333,"JT Shumate, Toledo (MAC)",Jr.,6-7,F,34,206,6.1,2022
334,"DaRon Holmes II, Dayton (Atlantic 10)",Fr.,6-10,F,35,212,6.1,2022
335,"Cantavio Dutreil, Sacred Heart (NEC)",Sr.,6-7,F,28,169,6,2022
336,"Jeremiah Bailey, Pacific (WCC)",Sr.,6-6,F,29,175,6,2022
336,"Mahamadou Diawara, Stetson (ASUN)",Jr.,6-10,C,29,175,6,2022
338,"Kris Monroe, N.C. Central (MEAC)",Sr.,6-8,F,31,187,6,2022
339,"Derrick Walker, Nebraska (Big Ten)",Jr.,6-9,F,32,193,6,2022
340,"Moses Wood, Portland (WCC)",So.,6-8,F,33,199,6,2022
341,"Grant Golden, Richmond (Atlantic 10)",Sr.,6-10,F,37,223,6,2022
342,"Mark Sears, Ohio (MAC)",So.,6-1,G,35,210,6,2022
342,"Ryan Rollins, Toledo (MAC)",So.,6-4,G,34,204,6,2022
342,"Will Richard, Belmont (OVC)",Fr.,6-4,G,33,198,6,2022
342,"Dom Welch, St. Bonaventure (Atlantic 10)",Sr.,6-5,G,33,198,6,2022
342,"Cheikh Mbacke Diong, UCF (AAC)",Sr.,6-11,F,30,180,6,2022
342,"Dalonte Brown, Miami (OH) (MAC)",Sr.,6-7,F,27,162,6,2022
342,"Raekwon Rogers, Wagner (NEC)",Sr.,6-8,F,27,162,6,2022
342,"Austin Johnson, UC Irvine (Big West)",Jr.,6-9,F,25,150,6,2022
350,"Hyunjung Lee, Davidson (Atlantic 10)",Jr.,6-7,G,34,203,6,2022
Rank,Player,Cl,Ht,Pos,G,REB,RPG,Year
1,"Oscar Tshiebwe, Kentucky (SEC)",Sr.,6-9,F,32,437,13.7,2023
2,"Zach Edey, Purdue (Big Ten)",Jr.,7-4,C,34,438,12.9,2023
3,"Joel Soriano, St. John's (NY) (Big East)",Sr.,6-11,F,33,393,11.9,2023
4,"Enrique Freeman, Akron (MAC)",Jr.,6-7,F,33,370,11.2,2023
5,"Dillon Jones, Weber St. (Big Sky)",So.,6-6,F,32,350,10.9,2023
6,"Trayce Jackson-Davis, Indiana (Big Ten)",Sr.,6-9,F,32,346,10.8,2023
7,"Clarence Daniels, New Hampshire (America East)",Jr.,6-6,F,30,320,10.7,2023
8,"Lassina Traore, Long Beach St. (Big West)",So.,6-9,F,33,347,10.5,2023
9,"Armando Bacot, North Carolina (ACC)",Sr.,6-10,F,32,334,10.4,2023
10,"Aziz Bandaogo, Utah Valley (WAC)",So.,7-0,C,37,383,10.4,2023
11,"Jesse Edwards, Syracuse (ACC)",Sr.,6-11,C,32,330,10.3,2023
12,"Norchad Omier, Miami (FL) (ACC)",So.,6-7,F,37,371,10,2023
13,"Essam Mostafa, Coastal Carolina (Sun Belt)",Jr.,6-9,F,26,260,10,2023
14,"Chris Brandon, Northern Ky. (Horizon)",Sr.,6-8,F,35,347,9.9,2023
15,"Isaac Mushila, A&M-Corpus Christi (Southland)",Sr.,6-5,F,35,346,9.9,2023
16,"Micah Handlogten, Marshall (Sun Belt)",Fr.,7-0,C,32,315,9.8,2023
17,"Josh Roberts, Manhattan (MAAC)",Sr.,6-9,F,27,264,9.8,2023
18,"Christian Shumate, McNeese (Southland)",So.,6-7,G,34,330,9.7,2023
19,"Morris Udeze, New Mexico (Mountain West)",Sr.,6-8,F,34,326,9.6,2023
20,"Clifford Omoruyi, Rutgers (Big Ten)",Jr.,6-11,C,34,325,9.6,2023
20,"Hunter Tyson, Clemson (ACC)",Sr.,6-8,F,34,325,9.6,2023
22,"Omar El-Sheikh, Arkansas St. (Sun Belt)",Sr.,6-8,F,33,315,9.5,2023
23,"Frankie Policelli, Stony Brook (CAA)",Sr.,6-7,F,33,310,9.4,2023
24,"Adrian Nelson, Youngstown St. (Horizon)",Sr.,6-7,F,34,318,9.4,2023
